dataset name,AUC of VCNN,AUC of Deepbind
wgEncodeAwgTfbsHaibHepg2Mybl2sc81192V0422111UniPk,0.816148734,0.812601
wgEncodeAwgTfbsHaibGm12878Atf2sc81188V0422111UniPk,0.8709134,0.867539
wgEncodeAwgTfbsHaibHepg2Bhlhe40V0416101UniPk,0.941981702,0.938682
wgEncodeAwgTfbsUtaGlioblaPol2UniPk,0.815990116,0.81271
wgEncodeAwgTfbsSydhGm12878Yy1UniPk,0.877494095,0.874239
wgEncodeAwgTfbsSydhHelas3P300sc584sc584IggrabUniPk,0.913883891,0.91085
wgEncodeAwgTfbsHaibHepg2Foxa1sc101058V0416101UniPk,0.944659253,0.941808
wgEncodeAwgTfbsSydhK562CmycUniPk,0.857721524,0.85523
wgEncodeAwgTfbsHaibH1hescPou5f1sc9081V0416102UniPk,0.93342473,0.930991
wgEncodeAwgTfbsUtaGlioblaCtcfUniPk,0.969781358,0.967393
wgEncodeAwgTfbsHaibGm12878GabpPcr2xUniPk,0.909244335,0.906863
wgEncodeAwgTfbsSydhK562Kap1UcdUniPk,0.830365456,0.827995
wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk,0.871548402,0.869209
wgEncodeAwgTfbsHaibH1hescUsf1Pcr1xUniPk,0.981756867,0.979446
wgEncodeAwgTfbsHaibGm12891Pou2f2Pcr1xUniPk,0.841879321,0.83958
wgEncodeAwgTfbsHaibK562Six5Pcr1xUniPk,0.869462101,0.867203
wgEncodeAwgTfbsSydhHepg2CjunIggrabUniPk,0.96996782,0.967727
wgEncodeAwgTfbsHaibA549GrPcr1xDex50nmUniPk,0.912976141,0.910741
wgEncodeAwgTfbsSydhGm12878Bhlhe40cIggmusUniPk,0.894166831,0.892033
wgEncodeAwgTfbsSydhHelas3Ap2gammaUniPk,0.886316321,0.884184
wgEncodeAwgTfbsHaibA549GrPcr2xDex100nmUniPk,0.882847096,0.880782
wgEncodeAwgTfbsSydhImr90CebpbIggrabUniPk,0.96779728,0.965831
wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk,0.91443171,0.912487
wgEncodeAwgTfbsSydhK562CjunUniPk,0.962775958,0.960913
wgEncodeAwgTfbsSydhMcf10aesCfosTam112hHvdUniPk,0.964459298,0.962609
wgEncodeAwgTfbsSydhGm12891NfkbTnfaIggrabUniPk,0.878918079,0.877082
wgEncodeAwgTfbsSydhHepg2Pol2s2IggrabUniPk,0.707872062,0.706129
wgEncodeAwgTfbsSydhK562Elk112771IggrabUniPk,0.891075655,0.889413
wgEncodeAwgTfbsSydhHepg2CebpbIggrabUniPk,0.982287958,0.980648
wgEncodeAwgTfbsSydhA549CebpbIggrabUniPk,0.978068887,0.97648
wgEncodeAwgTfbsSydhHelas3CfosUniPk,0.956304091,0.954749
wgEncodeAwgTfbsSydhK562Stat2Ifna30UniPk,0.848726212,0.847224
wgEncodeAwgTfbsSydhK562Gata2UcdUniPk,0.929907401,0.928443
wgEncodeAwgTfbsHaibA549P300V0422111Etoh02UniPk,0.861180579,0.859805
wgEncodeAwgTfbsSydhK562TbpIggmusUniPk,0.822260265,0.820914
wgEncodeAwgTfbsHaibGm12891Pol24h8Pcr1xUniPk,0.776998098,0.77566
wgEncodeAwgTfbsSydhMcf10aesCfosTamHvdUniPk,0.969354856,0.968035
wgEncodeAwgTfbsSydhK562Stat1Ifna30UniPk,0.850411685,0.849121
wgEncodeAwgTfbsHaibGm12878Ets1Pcr1xUniPk,0.852965148,0.851696
wgEncodeAwgTfbsSydhHepg2Rfx5200401194IggrabUniPk,0.886031139,0.885029
wgEncodeAwgTfbsUwHuvecCtcfUniPk,0.980834551,0.979894
wgEncodeAwgTfbsHaibPanc1NrsfPcr2xUniPk,0.913637569,0.912729
wgEncodeAwgTfbsSydhMcf10aesStat3TamUniPk,0.955342639,0.954444
wgEncodeAwgTfbsSydhK562NfyaUniPk,0.950852976,0.949995
wgEncodeAwgTfbsSydhHelas3NfybIggrabUniPk,0.929067436,0.928243
wgEncodeAwgTfbsUtaMcf7CmycVehUniPk,0.853609799,0.852831
wgEncodeAwgTfbsSydhK562CfosUniPk,0.972409926,0.971697
wgEncodeAwgTfbsSydhK562Smc3ab9263IggrabUniPk,0.976946173,0.976237
wgEncodeAwgTfbsHaibGm12878P300Pcr1xUniPk,0.85229318,0.851725
wgEncodeAwgTfbsUwAg04449CtcfUniPk,0.976033879,0.975474
wgEncodeAwgTfbsSydhGm12878Mxi1IggmusUniPk,0.815959968,0.815477
wgEncodeAwgTfbsUtaGm19240CtcfUniPk,0.959895354,0.959532
wgEncodeAwgTfbsHaibSknshraRad21V0416102UniPk,0.944940235,0.944582
wgEncodeAwgTfbsSydhShsy5yGata2UcdUniPk,0.8984897,0.898166
wgEncodeAwgTfbsSydhK562Usf2IggrabUniPk,0.950917109,0.950597
wgEncodeAwgTfbsHaibGm12878Foxm1sc502V0422111UniPk,0.861724166,0.861456
wgEncodeAwgTfbsSydhMcf10aesStat3Tam112hHvdUniPk,0.952060552,0.951815
wgEncodeAwgTfbsUwHpafCtcfUniPk,0.977535106,0.977348
wgEncodeAwgTfbsSydhMcf10aesCfosTam14hHvdUniPk,0.961724615,0.961642
wgEncodeAwgTfbsHaibGm12878Runx3sc101553V0422111UniPk,0.914665098,0.914603
wgEncodeAwgTfbsUtaK562CtcfUniPk,0.983237522,0.983393
wgEncodeAwgTfbsSydhK562CebpbIggrabUniPk,0.974225457,0.97443
wgEncodeAwgTfbsSydhK562Atf3UniPk,0.880803693,0.881041
wgEncodeAwgTfbsHaibH1hescTcf12Pcr1xUniPk,0.894645778,0.894915
wgEncodeAwgTfbsHaibHepg2Usf1Pcr1xUniPk,0.969049851,0.9694
wgEncodeAwgTfbsSydhH1hescMaxUcdUniPk,0.90688007,0.907241
wgEncodeAwgTfbsSydhGm12878Rad21IggrabUniPk,0.97019643,0.970575
wgEncodeAwgTfbsHaibK562Pmlsc71910V0422111UniPk,0.836416112,0.836798
wgEncodeAwgTfbsUwNb4CtcfUniPk,0.985151041,0.985533
wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk,0.948973819,0.949362
wgEncodeAwgTfbsHaibHepg2Elf1sc631V0416101UniPk,0.931526028,0.931924
wgEncodeAwgTfbsHaibK562MaxV0416102UniPk,0.876560433,0.876962
wgEncodeAwgTfbsSydhK562NfybUniPk,0.981278055,0.981695
wgEncodeAwgTfbsBroadK562P300UniPk,0.767948472,0.768376
wgEncodeAwgTfbsUtaGm19238CtcfUniPk,0.947748389,0.948197
wgEncodeAwgTfbsSydhK562Stat1Ifng6hUniPk,0.882429051,0.882934
wgEncodeAwgTfbsHaibA549Elf1V0422111Etoh02UniPk,0.877474633,0.878011
wgEncodeAwgTfbsSydhHek293tZnf263UcdUniPk,0.860743314,0.861307
wgEncodeAwgTfbsSydhHepg2Arid3anb100279IggrabUniPk,0.873627946,0.874259
wgEncodeAwgTfbsUwAg04450CtcfUniPk,0.976017672,0.976656
wgEncodeAwgTfbsSydhHelas3Tf3c110UniPk,0.910563802,0.91125
wgEncodeAwgTfbsSydhNt2d1Yy1UcdUniPk,0.941171736,0.941858
wgEncodeAwgTfbsUwHbmecCtcfUniPk,0.972780681,0.973467
wgEncodeAwgTfbsSydhH1hescNrf1IggrabUniPk,0.94185622,0.942549
wgEncodeAwgTfbsHaibEcc1CtcfcV0416102Dm002p1hUniPk,0.987845257,0.988647
wgEncodeAwgTfbsSydhHepg2Hnf4aForsklnUniPk,0.920596371,0.921409
wgEncodeAwgTfbsSydhHelas3MaxIggrabUniPk,0.855982788,0.856806
wgEncodeAwgTfbsSydhH1hescCebpbIggrabUniPk,0.978128935,0.979004
wgEncodeAwgTfbsSydhK562CtcfbIggrabUniPk,0.977017297,0.977909
wgEncodeAwgTfbsHaibH1hescJundV0416102UniPk,0.859452112,0.860348
wgEncodeAwgTfbsHaibK562Hdac2sc6296V0416102UniPk,0.848863474,0.849793
wgEncodeAwgTfbsSydhHepg2Rad21IggrabUniPk,0.968779131,0.969711
wgEncodeAwgTfbsHaibHepg2Foxa2sc6554V0416101UniPk,0.949672252,0.950717
wgEncodeAwgTfbsSydhK562Atf106325UniPk,0.904021239,0.905106
wgEncodeAwgTfbsUtaGm12878CtcfUniPk,0.982568035,0.983659
wgEncodeAwgTfbsSydhHepg2Usf2IggrabUniPk,0.972411006,0.973556
wgEncodeAwgTfbsSydhK562Brf2UniPk,0.66086239,0.662068
wgEncodeAwgTfbsSydhHelas3TbpIggrabUniPk,0.819638399,0.820874
wgEncodeAwgTfbsUwWerirb1CtcfUniPk,0.978564994,0.97982
wgEncodeAwgTfbsBroadNhdfadCtcfUniPk,0.975163312,0.976448
wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xDex100nmUniPk,0.987810131,0.989105
wgEncodeAwgTfbsSydhMcf7Tcf7l2UcdUniPk,0.844478465,0.845797
wgEncodeAwgTfbsUwMcf7CtcfUniPk,0.977017055,0.978346
wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01UniPk,0.938051837,0.939463
wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk,0.983332804,0.984757
wgEncodeAwgTfbsSydhHelas3Prdm19115IggrabUniPk,0.926433695,0.927879
wgEncodeAwgTfbsUwHcpeCtcfUniPk,0.97535914,0.976817
wgEncodeAwgTfbsSydhK562CjunIfng6hUniPk,0.940302149,0.941792
wgEncodeAwgTfbsUwAg09319CtcfUniPk,0.975116502,0.976648
wgEncodeAwgTfbsSydhK562Znf274UcdUniPk,0.916307692,0.917847
wgEncodeAwgTfbsHaibA549Usf1Pcr1xEtoh02UniPk,0.937210557,0.938758
wgEncodeAwgTfbsUtaHepg2CtcfUniPk,0.990045895,0.991615
wgEncodeAwgTfbsSydhHelas3CebpbIggrabUniPk,0.940838342,0.942461
wgEncodeAwgTfbsHaibHepg2Cebpbsc150V0416101UniPk,0.970621343,0.972278
wgEncodeAwgTfbsBroadHsmmtCtcfUniPk,0.96763332,0.969315
wgEncodeAwgTfbsBroadK562Pol2bUniPk,0.783704016,0.785426
wgEncodeAwgTfbsHaibA549GrPcr1xDex5nmUniPk,0.908180574,0.909917
wgEncodeAwgTfbsHaibGm12878Pbx3Pcr1xUniPk,0.887999088,0.889813
wgEncodeAwgTfbsHaibK562Ctcflsc98982V0416101UniPk,0.967499145,0.96933
wgEncodeAwgTfbsUtaMcf7CtcfSerumstvdUniPk,0.948229484,0.950064
wgEncodeAwgTfbsUwHffCtcfUniPk,0.982559537,0.984424
wgEncodeAwgTfbsSydhHuvecCjunUniPk,0.963060419,0.964957
wgEncodeAwgTfbsHaibGm12878Bcl11aPcr1xUniPk,0.912225904,0.914123
wgEncodeAwgTfbsBroadHsmmCtcfUniPk,0.973961115,0.975861
wgEncodeAwgTfbsUtaHelas3CtcfUniPk,0.982487575,0.984399
wgEncodeAwgTfbsUtaNhekCtcfUniPk,0.964525274,0.966486
wgEncodeAwgTfbsBroadHepg2CtcfUniPk,0.976988177,0.978966
wgEncodeAwgTfbsSydhGm12878Smc3ab9263IggmusUniPk,0.955149243,0.957165
wgEncodeAwgTfbsUwHrpeCtcfUniPk,0.980717957,0.982807
wgEncodeAwgTfbsHaibK562Yy1V0416101UniPk,0.896671567,0.898767
wgEncodeAwgTfbsUtaMcf7CtcfSerumstimUniPk,0.945855939,0.947986
wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk,0.948803238,0.950957
wgEncodeAwgTfbsHaibH1hescCtcfsc5916V0416102UniPk,0.979273407,0.981433
wgEncodeAwgTfbsHaibSknshraCtcfV0416102UniPk,0.987393787,0.989564
wgEncodeAwgTfbsHaibHepg2Cebpdsc636V0416101UniPk,0.869583147,0.871765
wgEncodeAwgTfbsUwSknshraCtcfUniPk,0.976835929,0.979035
wgEncodeAwgTfbsUwAoafCtcfUniPk,0.976322499,0.978543
wgEncodeAwgTfbsUwRptecCtcfUniPk,0.972730541,0.974961
wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk,0.980722888,0.982957
wgEncodeAwgTfbsHaibK562Nr2f2sc271940V0422111UniPk,0.889353691,0.891604
wgEncodeAwgTfbsUwBjCtcfUniPk,0.973686223,0.975956
wgEncodeAwgTfbsBroadNhlfCtcfUniPk,0.970793071,0.973063
wgEncodeAwgTfbsUwHek293CtcfUniPk,0.98036921,0.982755
wgEncodeAwgTfbsSydhH1hescRad21IggrabUniPk,0.974642941,0.977034
wgEncodeAwgTfbsSydhHuvecCfosUcdUniPk,0.953374506,0.955777
wgEncodeAwgTfbsSydhHelas3Elk112771IggrabUniPk,0.894406751,0.896834
wgEncodeAwgTfbsUwAg10803CtcfUniPk,0.976267634,0.978704
wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk,0.944364396,0.946805
wgEncodeAwgTfbsSydhK562Gata1UcdUniPk,0.944309507,0.946796
wgEncodeAwgTfbsHaibHepg2Sp1Pcr1xUniPk,0.878115388,0.880615
wgEncodeAwgTfbsUwGm12874CtcfUniPk,0.982421826,0.984924
wgEncodeAwgTfbsHaibA549Fosl2V0422111Etoh02UniPk,0.940633065,0.943138
wgEncodeAwgTfbsSydhHepg2Mafkab50322IggrabUniPk,0.985350255,0.987907
wgEncodeAwgTfbsSydhPbdeGata1UcdUniPk,0.855974714,0.858548
wgEncodeAwgTfbsSydhK562Hmgn3UniPk,0.81929668,0.821896
wgEncodeAwgTfbsSydhK562Tal1sc12984IggmusUniPk,0.946709819,0.949316
wgEncodeAwgTfbsHaibGm12892Pol2V0416102UniPk,0.781937037,0.78461
wgEncodeAwgTfbsSydhHelas3Elk4UcdUniPk,0.885829985,0.888557
wgEncodeAwgTfbsHaibK562Rad21V0416102UniPk,0.977550782,0.980341
wgEncodeAwgTfbsSydhA549Rad21IggrabUniPk,0.980925992,0.983731
wgEncodeAwgTfbsSydhK562JundIggrabUniPk,0.923800226,0.926623
wgEncodeAwgTfbsSydhGm19193Pol2IggmusUniPk,0.785217742,0.788046
wgEncodeAwgTfbsUwNhdfneoCtcfUniPk,0.972452202,0.975329
wgEncodeAwgTfbsUwHffmycCtcfUniPk,0.97101381,0.973904
wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk,0.87019832,0.873099
wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk,0.981891156,0.98481
wgEncodeAwgTfbsUwAg09309CtcfUniPk,0.976069737,0.979034
wgEncodeAwgTfbsHaibK562Elf1sc631V0416102UniPk,0.940320907,0.943286
wgEncodeAwgTfbsSydhH1hescUsf2IggrabUniPk,0.953671229,0.956655
wgEncodeAwgTfbsSydhHepg2Mafksc477IggrabUniPk,0.982528813,0.985526
wgEncodeAwgTfbsSydhImr90CtcfbIggrabUniPk,0.979012139,0.982032
wgEncodeAwgTfbsUwHreCtcfUniPk,0.980829211,0.983875
wgEncodeAwgTfbsUwA549CtcfUniPk,0.97531523,0.978395
wgEncodeAwgTfbsUtaA549CtcfUniPk,0.963124179,0.966241
wgEncodeAwgTfbsUwHelas3CtcfUniPk,0.985387138,0.988592
wgEncodeAwgTfbsHaibHepg2Rad21V0416101UniPk,0.962263131,0.965484
wgEncodeAwgTfbsBroadDnd41CtcfUniPk,0.972703155,0.975928
wgEncodeAwgTfbsSydhK562CjunIfng30UniPk,0.941498331,0.944743
wgEncodeAwgTfbsUwHvmfCtcfUniPk,0.973588786,0.976851
wgEncodeAwgTfbsUwGm12865CtcfUniPk,0.976077741,0.979353
wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk,0.904229983,0.907555
wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk,0.975613428,0.979076
wgEncodeAwgTfbsUwHcmCtcfUniPk,0.965457537,0.96895
wgEncodeAwgTfbsUwSaecCtcfUniPk,0.978007362,0.981533
wgEncodeAwgTfbsHaibT47dEralphaaV0416102Est10nm1hUniPk,0.901615252,0.905192
wgEncodeAwgTfbsSydhHepg2Smc3ab9263IggrabUniPk,0.953779564,0.957447
wgEncodeAwgTfbsUwGm12864CtcfUniPk,0.973517679,0.977201
wgEncodeAwgTfbsBroadNhaCtcfUniPk,0.976275793,0.979978
wgEncodeAwgTfbsUwCaco2CtcfUniPk,0.979684425,0.983401
wgEncodeAwgTfbsHaibSknmcFoxp2Pcr2xUniPk,0.857293438,0.861104
wgEncodeAwgTfbsSydhGm12878NfkbTnfaIggrabUniPk,0.885824089,0.88964
wgEncodeAwgTfbsUwK562CtcfUniPk,0.978554183,0.982412
wgEncodeAwgTfbsSydhK562Yy1UcdUniPk,0.954161074,0.958065
wgEncodeAwgTfbsSydhHelas3Tcf7l2c9b92565UcdUniPk,0.83010827,0.834027
wgEncodeAwgTfbsUwHepg2CtcfUniPk,0.977846754,0.981783
wgEncodeAwgTfbsHaibGm12878Ebf1sc137065Pcr1xUniPk,0.891403372,0.895347
wgEncodeAwgTfbsBroadH1hescCtcfUniPk,0.971987627,0.975964
wgEncodeAwgTfbsBroadHmecCtcfUniPk,0.979444605,0.983454
wgEncodeAwgTfbsSydhHelas3CjunIggrabUniPk,0.946814015,0.950848
wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01bUniPk,0.948058191,0.952112
wgEncodeAwgTfbsHaibA549Bcl3V0422111Etoh02UniPk,0.818975916,0.823064
wgEncodeAwgTfbsUwHeeCtcfUniPk,0.974029606,0.978155
wgEncodeAwgTfbsUwNhekCtcfUniPk,0.974182183,0.978318
wgEncodeAwgTfbsSydhMcf10aesCfosEtoh01HvdUniPk,0.966652193,0.970854
wgEncodeAwgTfbsUtaMcf7CtcfEstroUniPk,0.969265546,0.973581
wgEncodeAwgTfbsSydhGm18505NfkbTnfaIggrabUniPk,0.882844278,0.887183
wgEncodeAwgTfbsUwHct116CtcfUniPk,0.975642716,0.979997
wgEncodeAwgTfbsHaibH1hescP300V0416102UniPk,0.840476376,0.844835
wgEncodeAwgTfbsUwGm06990CtcfUniPk,0.976179404,0.980556
wgEncodeAwgTfbsHaibEcc1EraaV0416102Bpa1hUniPk,0.858372595,0.862781
wgEncodeAwgTfbsHaibT47dCtcfsc5916V0416102Dm002p1hUniPk,0.9755203,0.979938
wgEncodeAwgTfbsUtaK562CmycUniPk,0.880814542,0.885254
wgEncodeAwgTfbsUtaMcf7CtcfVehUniPk,0.968274411,0.972819
wgEncodeAwgTfbsSydhHepg2Corestsc30189IggrabUniPk,0.785933178,0.79052
wgEncodeAwgTfbsBroadHuvecCtcfUniPk,0.974074238,0.978662
wgEncodeAwgTfbsUwBe2cCtcfUniPk,0.972658959,0.97725
wgEncodeAwgTfbsSydhImr90Rad21IggrabUniPk,0.961384615,0.966002
wgEncodeAwgTfbsSydhHepg2Znf274UcdUniPk,0.964847364,0.969473
wgEncodeAwgTfbsSydhK562Bach1sc14700IggrabUniPk,0.93204378,0.936681
wgEncodeAwgTfbsSydhRajiPol2UcdUniPk,0.785993243,0.790666
wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk,0.895606469,0.900286
wgEncodeAwgTfbsSydhGm12878CfosUniPk,0.96751214,0.972194
wgEncodeAwgTfbsSydhK562CmycIfna6hUniPk,0.831572183,0.836342
wgEncodeAwgTfbsHaibHepg2Hnf4asc8987V0416101UniPk,0.944071624,0.948945
wgEncodeAwgTfbsHaibGm12878BatfPcr1xUniPk,0.946020006,0.950898
wgEncodeAwgTfbsHaibGm12878Nficsc81335V0422111UniPk,0.878155,0.88308
wgEncodeAwgTfbsBroadNhekCtcfUniPk,0.963896884,0.968845
wgEncodeAwgTfbsUwNhlfCtcfUniPk,0.965112522,0.970176
wgEncodeAwgTfbsSydhK562Gtf2bUniPk,0.788389067,0.793599
wgEncodeAwgTfbsUtaH1hescCtcfUniPk,0.969759051,0.974992
wgEncodeAwgTfbsUtaGm19239CtcfUniPk,0.95697702,0.962233
wgEncodeAwgTfbsSydhK562Chd2ab68301IggrabUniPk,0.877475826,0.882747
wgEncodeAwgTfbsBroadK562CtcfUniPk,0.943220484,0.948538
wgEncodeAwgTfbsUtaFibroblCtcfUniPk,0.959605172,0.964994
wgEncodeAwgTfbsSydhHepg2JundIggrabUniPk,0.972753607,0.978188
wgEncodeAwgTfbsHaibH1hescEgr1V0416102UniPk,0.874908399,0.880407
wgEncodeAwgTfbsHaibHepg2Fosl2V0416101UniPk,0.921630173,0.92716
wgEncodeAwgTfbsUwGm12872CtcfUniPk,0.972013212,0.977568
wgEncodeAwgTfbsHaibA549Creb1sc240V0416102Dex100nmUniPk,0.876700952,0.882256
wgEncodeAwgTfbsUwHpfCtcfUniPk,0.974867385,0.980462
wgEncodeAwgTfbsSydhHepg2Tcf7l2UcdUniPk,0.815328493,0.820936
wgEncodeAwgTfbsHaibA549Atf3V0422111Etoh02UniPk,0.837207462,0.842819
wgEncodeAwgTfbsUtaGm12891CtcfUniPk,0.941627565,0.947262
wgEncodeAwgTfbsSydhK562Mafkab50322IggrabUniPk,0.966830736,0.972493
wgEncodeAwgTfbsSydhK562CjunIfna6hUniPk,0.94442497,0.950159
wgEncodeAwgTfbsHaibA549Usf1Pcr1xDex100nmUniPk,0.897173149,0.90301
wgEncodeAwgTfbsHaibH1hescAtf2sc81188V0422111UniPk,0.810292373,0.816193
wgEncodeAwgTfbsSydhK562Tblr1nb600270IggrabUniPk,0.886684654,0.892603
wgEncodeAwgTfbsHaibGm12878Rad21V0416101UniPk,0.965644154,0.971576
wgEncodeAwgTfbsSydhK562Ccnt2UniPk,0.828201,0.834141
wgEncodeAwgTfbsSydhH1hescZnf143IggrabUniPk,0.929823999,0.935791
wgEncodeAwgTfbsHaibH1hescSrfPcr1xUniPk,0.931576586,0.937641
wgEncodeAwgTfbsSydhHelas3Rpc155UniPk,0.958857751,0.96512
wgEncodeAwgTfbsSydhMcf10aesCmycEtoh01HvdUniPk,0.897934139,0.904262
wgEncodeAwgTfbsSydhHelas3MafkIggrabUniPk,0.935888122,0.942353
wgEncodeAwgTfbsUwGm12878CtcfUniPk,0.977313149,0.983819
wgEncodeAwgTfbsHaibGm12878Zbtb33Pcr1xUniPk,0.839023025,0.845699
wgEncodeAwgTfbsHaibGm12878Elf1sc631V0416101UniPk,0.878599067,0.885307
wgEncodeAwgTfbsSydhHelas3Rad21IggrabUniPk,0.95540997,0.96218
wgEncodeAwgTfbsHaibH1hescSp1Pcr1xUniPk,0.85089756,0.857741
wgEncodeAwgTfbsSydhK562CjunIfna30UniPk,0.921282015,0.928176
wgEncodeAwgTfbsHaibGm12878Pax5n19Pcr1xUniPk,0.870882446,0.877881
wgEncodeAwgTfbsHaibGm12892Yy1V0416101UniPk,0.910043315,0.917105
wgEncodeAwgTfbsSydhK562CmycIfng6hUniPk,0.849006262,0.856116
wgEncodeAwgTfbsSydhK562MaffIggrabUniPk,0.963187452,0.970441
wgEncodeAwgTfbsSydhHct116Tcf7l2UcdUniPk,0.866085821,0.87335
wgEncodeAwgTfbsHaibT47dFoxa1sc6553V0416102Dm002p1hUniPk,0.936466668,0.943949
wgEncodeAwgTfbsSydhGm12878JundUniPk,0.950318337,0.958009
wgEncodeAwgTfbsHaibHepg2Zbtb33Pcr1xUniPk,0.862167516,0.870136
wgEncodeAwgTfbsHaibGm12891Yy1sc281V0416101UniPk,0.884080236,0.892191
wgEncodeAwgTfbsSydhHelas3Smc3ab9263IggrabUniPk,0.940410179,0.948717
wgEncodeAwgTfbsSydhGm08714Znf274UcdUniPk,0.92259983,0.930926
wgEncodeAwgTfbsSydhK562Setdb1MnasedUcdUniPk,0.711781808,0.720112
wgEncodeAwgTfbsSydhHepg2Mxi1UniPk,0.839641963,0.848021
wgEncodeAwgTfbsSydhK562CmycIggrabUniPk,0.86299386,0.871495
wgEncodeAwgTfbsHaibK562Fosl1sc183V0416101UniPk,0.958465209,0.966974
wgEncodeAwgTfbsSydhK562Znf143IggrabUniPk,0.930230604,0.938831
wgEncodeAwgTfbsSydhGm12878Znf143166181apUniPk,0.953857,0.962478
wgEncodeAwgTfbsHaibGm12878Pou2f2Pcr1xUniPk,0.847184643,0.85584
wgEncodeAwgTfbsHaibHepg2Sp2V0422111UniPk,0.926444593,0.935245
wgEncodeAwgTfbsSydhK562Corestsc30189IggrabUniPk,0.88245213,0.891361
wgEncodeAwgTfbsUchicagoK562EjunbUniPk,0.913018735,0.922007
wgEncodeAwgTfbsSydhHek293Elk4UcdUniPk,0.795478783,0.804516
wgEncodeAwgTfbsSydhGm19193NfkbTnfaIggrabUniPk,0.904972583,0.914339
wgEncodeAwgTfbsSydhH1hescMafkIggrabUniPk,0.966467014,0.975984
wgEncodeAwgTfbsHaibK562GabpV0416101UniPk,0.903148349,0.91267
wgEncodeAwgTfbsHaibSknshraYy1sc281V0416102UniPk,0.880354494,0.889905
wgEncodeAwgTfbsHaibGm12878Egr1Pcr2xUniPk,0.898977209,0.908578
wgEncodeAwgTfbsHaibGm12878Six5Pcr1xUniPk,0.882527251,0.89242
wgEncodeAwgTfbsHaibK562Trim28sc81411V0422111UniPk,0.832383158,0.842325
wgEncodeAwgTfbsHaibA549GabpV0422111Etoh02UniPk,0.862725441,0.872693
wgEncodeAwgTfbsHaibH1hescNrsfV0416102UniPk,0.947978054,0.957964
wgEncodeAwgTfbsHaibHepg2Hnf4gsc6558V0416101UniPk,0.930976756,0.941031
wgEncodeAwgTfbsSydhK562Brg1IggmusUniPk,0.76120623,0.771503
wgEncodeAwgTfbsHaibHepg2Hdac2sc6296V0416101UniPk,0.863607882,0.87402
wgEncodeAwgTfbsSydhK562Corestab24166IggrabUniPk,0.840819494,0.851254
wgEncodeAwgTfbsHaibHepg2P300V0416101UniPk,0.891852322,0.902324
wgEncodeAwgTfbsSydhHelas3Znf143IggrabUniPk,0.884654072,0.895357
wgEncodeAwgTfbsHaibHepg2GabpPcr2xUniPk,0.890807459,0.901517
wgEncodeAwgTfbsHaibT47dEralphaaPcr2xGen1hUniPk,0.895122542,0.905948
wgEncodeAwgTfbsHaibGm12878Pax5c20Pcr1xUniPk,0.878361143,0.889257
wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk,0.903683579,0.9148
wgEncodeAwgTfbsHaibHepg2Nficsc81335V0422111UniPk,0.839468208,0.850605
wgEncodeAwgTfbsHaibGm12878Mef2aPcr1xUniPk,0.899781977,0.911396
wgEncodeAwgTfbsUwGm12801CtcfUniPk,0.983793568,0.995566
wgEncodeAwgTfbsHaibH1hescGabpPcr1xUniPk,0.88144962,0.893275
wgEncodeAwgTfbsSydhHepg2Chd2ab68301IggrabUniPk,0.850274544,0.862345
wgEncodeAwgTfbsSydhK562Nfe2UniPk,0.979012751,0.99114
wgEncodeAwgTfbsUchicagoK562EjundUniPk,0.899917955,0.912146
wgEncodeAwgTfbsSydhMcf7Gata3UcdUniPk,0.800578111,0.813027
wgEncodeAwgTfbsHaibHelas3NrsfPcr1xUniPk,0.941395521,0.953851
wgEncodeAwgTfbsSydhHepg2Srebp1InslnUniPk,0.85581904,0.868535
wgEncodeAwgTfbsSydhHepg2ErraForsklnUniPk,0.861700375,0.874477
wgEncodeAwgTfbsSydhHelas3Corestsc30189IggrabUniPk,0.84087666,0.853665
wgEncodeAwgTfbsSydhGm12878Brca1a300IggmusUniPk,0.946718419,0.959509
wgEncodeAwgTfbsHaibHepg2Zbtb7aV0416101UniPk,0.855983104,0.868833
wgEncodeAwgTfbsSydhNb4CmycUniPk,0.865976564,0.879238
wgEncodeAwgTfbsHaibH1hescBcl11aPcr1xUniPk,0.88665192,0.899921
wgEncodeAwgTfbsHaibH1hescAtf3V0416102UniPk,0.919509674,0.932896
wgEncodeAwgTfbsHaibU87NrsfPcr2xUniPk,0.836254421,0.849936
wgEncodeAwgTfbsHaibGm12878Mef2csc13268V0416101UniPk,0.895458854,0.909231
